Longitude,Latitude,Field,Dataset,Product,Feature ID,Date / Time,Duration(s),Area Count,Elevation(ft),Swath Width(ft),Y Offset(ft),Speed(mph),Distance(ft),Fuel Consumption Rate (Time)(gal(US)/h),Track(deg),Target Rate (Liquid)(gal(US)/ac),Rate (Volume)(gal(US)/ac),Segment ID,Pass Number,Productivity(ac/h),Date,Rate Quality,Rate (Volume) (Tough 5EC)(floz(US)/ac),Product Amount Used/Needed (Tough 5EC),Rate (Volume) (Laudis Herbicide)(floz(US)/ac),Product Amount Used/Needed (Laudis Herbicide),Rate (Mass) (Ag saver)(oz/ac),Rate (Volume) (Warrant Herbicide)(qt(US)/ac),Product Amount Used/Needed (Warrant Herbicide),Rate (Volume) (Fulltec Oil)(floz(US)/ac),Product Amount Used/Needed (Fulltec Oil),Rate (Volume) (Fulltec Adjuvant)(floz(US)/ac),Product Amount Used/Needed (Fulltec Adjuvant),Rate (Volume) (Water)(gal(US)/ac),Product Amount Used/Needed (Water),Rate (Volume) (Callisto)(floz(US)/ac),Product Amount Used/Needed (Callisto),Rate (Volume) (Ag saver)(floz(US)/ac),Product Amount Used/Needed (Ag saver),Rate (Mass) (AAtrex 4L Herbicide)(lb/ac),Rate (Volume) (Smackdown)(pt(US)/ac),Product Amount Used/Needed (Smackdown),Rate (Volume) (Surpass NXT)(pt(US)/ac),Rate (Mass) (Atrazine 4L)(lb/ac),Rate (Volume) (Gro Centric)(floz(US)/ac),Rate (Volume) (Water (1)~9)(gal(US)/ac),Product Amount Used/Needed,Area (ac)
-93.78163025,42.01980987,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,1,7/2/2025,0.200,On,1114.5,41.25,36.25,5.042,1.476,8.354,178.34,15.00,14.76,0,1,25.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.738,0.00026,3.937,4.300e-05,1.969,2.150e-05,14.05,0.020,0.00,0.00,23.62,0.00026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0014
-93.77716461,42.01639668,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,685,7/2/2025,0.995,On,1124.7,121.25,0.00,8.627,12.58,4.857,83.82,15.00,14.98,0,6,126.71,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0066,3.995,0.0011,1.997,0.00055,14.25,0.499,0.00,0.00,23.97,0.0066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.77711978,42.01640039,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,686,7/2/2025,1.006,On,1124.7,121.25,0.00,8.446,12.45,5.406,83.23,15.00,15.03,0,6,124.05,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,0.0065,4.009,0.0011,2.004,0.00054,14.30,0.496,0.00,0.00,24.05,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.77709319,42.01640255,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,687,7/2/2025,0.594,On,1124.6,121.25,0.00,8.350,7.274,5.180,82.64,15.00,15.06,0,6,122.70,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.0038,4.017,0.00064,2.008,0.00032,14.33,0.290,0.00,0.00,24.10,0.0038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020
-93.77704876,42.01640666,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,688,7/2/2025,1.005,On,1124.6,120.00,-0.625,8.298,12.22,4.762,81.80,15.00,15.02,0,6,120.60,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0063,4.004,0.0011,2.002,0.00053,14.29,0.481,0.00,0.00,24.03,0.0063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77700783,42.01641097,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,689,7/2/2025,0.995,On,1124.7,118.75,-1.250,8.107,11.82,3.644,81.74,15.00,14.99,0,6,116.59,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0060,3.999,0.0010,1.999,0.00050,14.27,0.460,0.00,0.00,23.99,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.032
-93.77697326,42.01641501,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,690,7/2/2025,1.001,On,1124.6,118.75,-1.250,7.223,10.57,2.918,83.12,15.00,15.06,0,6,103.67,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.753,0.0054,4.016,0.00090,2.008,0.00045,14.33,0.413,0.00,0.00,24.10,0.0054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.029
-93.77696088,42.01641634,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,691,7/2/2025,0.404,On,1124.8,118.75,-1.250,6.324,3.743,2.798,83.99,15.00,15.03,0,6,90.94,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.751,0.0019,4.007,0.00032,2.003,0.00016,14.29,0.146,0.00,0.00,24.04,0.0019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.010
-93.77693599,42.01641925,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,692,7/2/2025,0.995,On,1124.5,117.50,-1.875,5.478,7.946,2.900,87.40,15.00,15.18,0,6,77.55,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.759,0.0041,4.048,0.00068,2.024,0.00034,14.44,0.310,0.00,0.00,24.29,0.0041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021
-93.77692457,42.01642062,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,693,7/2/2025,0.805,On,1124.4,117.50,-1.875,3.950,3.885,2.345,89.11,15.00,15.36,0,6,46.86,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.768,0.0020,4.096,0.00034,2.048,0.00017,14.61,0.153,0.00,0.00,24.58,0.0020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.010
-93.77712125,42.01637147,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,694,7/2/2025,0.600,On,1124.6,2.500,55.62,5.211,4.587,4.833,345.90,15.00,15.33,0,7,1.579,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.766,5.044e-05,4.088,8.407e-06,2.044,4.203e-06,14.58,0.0038,0.00,0.00,24.53,5.044e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00026
-93.77713030,42.01639282,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,695,7/2/2025,1.000,On,1124.7,1.250,57.50,5.326,7.808,7.216,351.27,15.00,24.13,0,7,0.807,7/2/2025,Over Target,0.00,0.00,0.00,0.00,0.00,1.206,6.757e-05,6.434,1.126e-05,3.217,5.631e-06,22.95,0.0051,0.00,0.00,38.61,6.757e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00022
-93.77713488,42.01640821,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,696,7/2/2025,0.600,On,1124.6,1.250,57.50,5.917,5.200,7.895,353.98,15.00,17.84,0,7,0.895,7/2/2025,Over Target,0.00,0.00,0.00,0.00,0.00,0.892,3.327e-05,4.756,5.545e-06,2.378,2.772e-06,16.97,0.0025,0.00,0.00,28.54,3.327e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00015
-93.77713602,42.01641373,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,697,7/2/2025,0.195,On,1124.6,2.500,58.12,6.353,1.815,8.506,354.42,15.00,14.95,0,7,1.924,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,1.947e-05,3.985,3.244e-06,1.993,1.622e-06,14.22,0.0015,0.00,0.00,23.91,1.947e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00010
-93.77714031,42.01644420,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,698,7/2/2025,1.005,On,1124.5,1.250,58.75,7.019,10.32,7.333,355.77,15.00,15.03,0,7,1.061,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,5.567e-05,4.009,9.279e-06,2.005,4.640e-06,14.30,0.0042,0.00,0.00,24.05,5.567e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00030
-93.77714163,42.01645704,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,699,7/2/2025,0.405,On,1124.5,2.500,59.37,7.685,4.563,5.414,355.94,15.00,14.94,0,7,2.328,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,4.892e-05,3.985,8.153e-06,1.993,4.076e-06,14.22,0.0037,0.00,0.00,23.91,4.892e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00026
-93.77714454,42.01648899,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,700,7/2/2025,0.995,On,1124.5,1.250,60.00,7.919,11.56,5.800,357.27,15.00,14.92,0,7,1.200,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.746,6.185e-05,3.978,1.031e-05,1.989,5.154e-06,14.19,0.0047,0.00,0.00,23.87,6.185e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00033
-93.77714688,42.01652067,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,701,7/2/2025,1.000,On,1124.6,1.250,60.00,7.894,11.57,6.745,358.45,15.00,15.03,0,7,1.196,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.752,6.241e-05,4.009,1.040e-05,2.004,5.201e-06,14.30,0.0048,0.00,0.00,24.05,6.241e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00033
-93.77714796,42.01654006,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,702,7/2/2025,0.600,On,1124.5,1.250,60.00,7.873,6.929,6.207,358.64,15.00,15.00,0,7,1.193,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,3.729e-05,4.001,6.215e-06,2.000,3.107e-06,14.27,0.0028,0.00,0.00,24.00,3.729e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00020
-93.77714794,42.01654662,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,703,7/2/2025,0.195,On,1124.5,7.500,-37.92,7.975,2.281,5.521,358.39,15.00,14.73,0,7,7.252,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.737,7.233e-05,3.928,1.206e-05,1.964,6.028e-06,14.01,0.0055,0.00,0.00,23.57,7.233e-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00039
-93.77714810,42.01655296,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,704,7/2/2025,0.205,On,1124.5,31.25,-41.40,8.040,2.416,5.825,358.22,15.00,14.23,0,7,30.44,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.711,0.00031,3.794,5.138e-05,1.897,2.569e-05,13.54,0.023,0.00,0.00,22.77,0.00031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0017
-93.77714812,42.01655919,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,705,7/2/2025,0.200,On,1124.6,57.50,-30.49,8.026,2.354,5.904,358.03,15.00,14.90,0,7,55.92,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.745,0.00058,3.974,9.645e-05,1.987,4.823e-05,14.18,0.044,0.00,0.00,23.84,0.00058,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0031
-93.77714828,42.01656572,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,706,7/2/2025,0.200,On,1124.6,85.00,-17.59,7.975,2.340,5.772,358.05,15.00,14.85,0,7,82.20,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.742,0.00085,3.960,0.00014,1.980,7.064e-05,14.13,0.065,0.00,0.00,23.76,0.00085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0046
-93.77714860,42.01657207,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,707,7/2/2025,0.200,On,1124.6,105.00,-7.931,7.979,2.340,6.400,358.12,15.00,14.52,0,7,101.55,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.726,0.0010,3.871,0.00017,1.936,8.531e-05,13.81,0.078,0.00,0.00,23.23,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0056
-93.77715010,42.01660412,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,708,7/2/2025,1.000,On,1124.7,121.25,0.00,7.969,11.69,6.230,358.06,15.00,14.84,0,7,117.10,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.742,0.0060,3.958,0.0010,1.979,0.00050,14.12,0.459,0.00,0.00,23.75,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715147,42.01663619,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,709,7/2/2025,1.000,On,1124.9,121.25,0.00,7.937,11.64,6.636,358.32,15.00,14.93,0,7,116.64,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,0.0060,3.983,0.0010,1.991,0.00050,14.21,0.460,0.00,0.00,23.90,0.0060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.032
-93.77715285,42.01666839,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,710,7/2/2025,1.000,On,1125.0,121.25,0.00,8.010,11.74,7.151,359.12,15.00,14.96,0,7,117.66,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0061,3.988,0.0010,1.994,0.00051,14.23,0.465,0.00,0.00,23.93,0.0061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715360,42.01670057,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,711,7/2/2025,1.000,On,1125.1,121.25,0.00,8.005,11.74,7.517,359.33,15.00,14.93,0,7,117.62,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,0.0061,3.983,0.0010,1.991,0.00051,14.21,0.464,0.00,0.00,23.90,0.0061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715349,42.01673297,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,712,7/2/2025,0.995,On,1125.3,121.25,0.00,8.022,11.71,7.285,358.95,15.00,14.90,0,7,117.88,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.745,0.0061,3.974,0.0010,1.987,0.00051,14.18,0.462,0.00,0.00,23.85,0.0061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715414,42.01676579,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,713,7/2/2025,1.005,On,1125.4,121.25,0.00,8.110,11.95,6.350,359.08,15.00,14.92,0,7,119.16,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.746,0.0062,3.979,0.0010,1.990,0.00052,14.20,0.472,0.00,0.00,23.88,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715511,42.01679828,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,714,7/2/2025,1.000,On,1125.5,121.25,0.00,8.121,11.91,6.437,359.87,15.00,14.93,0,7,119.31,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,0.0062,3.982,0.0010,1.991,0.00052,14.21,0.471,0.00,0.00,23.89,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715512,42.01683094,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,715,7/2/2025,1.000,On,1125.7,121.25,0.00,8.077,11.84,6.429,359.51,15.00,14.93,0,7,118.68,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.746,0.0062,3.980,0.0010,1.990,0.00051,14.20,0.468,0.00,0.00,23.88,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715515,42.01686382,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,716,7/2/2025,0.995,On,1125.7,121.25,0.00,8.156,11.90,6.051,359.14,15.00,14.98,0,7,119.84,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0062,3.994,0.0010,1.997,0.00052,14.25,0.472,0.00,0.00,23.96,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715591,42.01689641,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,717,7/2/2025,1.000,On,1125.8,121.25,0.00,8.114,11.90,6.234,359.38,15.00,14.98,0,7,119.21,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0062,3.993,0.0010,1.997,0.00052,14.25,0.472,0.00,0.00,23.96,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715680,42.01692903,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,718,7/2/2025,1.000,On,1125.8,121.25,0.00,8.078,11.84,6.406,359.90,15.00,14.98,0,7,118.68,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0062,3.994,0.0010,1.997,0.00051,14.25,0.470,0.00,0.00,23.96,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715651,42.01696169,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,719,7/2/2025,1.000,On,1125.9,121.25,0.00,8.128,11.92,6.201,359.47,15.00,15.00,0,7,119.44,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0062,3.999,0.0010,2.000,0.00052,14.27,0.473,0.00,0.00,23.99,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715655,42.01699440,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,720,7/2/2025,1.005,On,1126.0,121.25,0.00,8.149,12.00,6.143,359.00,15.00,14.99,0,7,119.69,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0063,3.996,0.0010,1.998,0.00052,14.26,0.476,0.00,0.00,23.98,0.0063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715736,42.01702695,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,721,7/2/2025,0.995,On,1125.9,121.25,0.00,8.088,11.80,6.308,359.21,15.00,14.99,0,7,118.81,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0062,3.998,0.0010,1.999,0.00051,14.26,0.468,0.00,0.00,23.99,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715787,42.01706018,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,722,7/2/2025,1.000,On,1125.8,121.25,0.00,8.175,11.99,5.933,359.27,15.00,14.95,0,7,120.13,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0062,3.987,0.0010,1.994,0.00052,14.22,0.475,0.00,0.00,23.92,0.0062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.033
-93.77715846,42.01709378,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,723,7/2/2025,1.005,On,1125.8,121.25,0.00,8.285,12.21,6.010,359.32,15.00,14.96,0,7,121.72,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0064,3.988,0.0011,1.994,0.00053,14.23,0.483,0.00,0.00,23.93,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77715913,42.01712752,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,724,7/2/2025,1.000,On,1125.6,121.25,0.00,8.354,12.24,5.940,359.69,15.00,14.98,0,7,122.69,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0064,3.994,0.0011,1.997,0.00053,14.25,0.486,0.00,0.00,23.96,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77715948,42.01716162,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,725,7/2/2025,0.995,On,1125.5,121.25,0.00,8.420,12.28,5.642,359.48,15.00,14.93,0,7,123.70,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,0.0064,3.982,0.0011,1.991,0.00053,14.20,0.486,0.00,0.00,23.89,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77715976,42.01719576,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,726,7/2/2025,1.000,On,1125.4,121.25,0.00,8.490,12.45,5.423,359.23,15.00,14.98,0,7,124.76,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0065,3.996,0.0011,1.998,0.00054,14.25,0.494,0.00,0.00,23.97,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.035
-93.77716030,42.01722981,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,727,7/2/2025,1.000,On,1125.4,121.25,0.00,8.451,12.39,5.326,359.47,15.00,14.97,0,7,124.17,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.748,0.0065,3.991,0.0011,1.996,0.00054,14.24,0.491,0.00,0.00,23.95,0.0065,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77716053,42.01726348,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,728,7/2/2025,0.995,On,1125.2,121.25,0.00,8.455,12.33,4.883,359.41,15.00,14.98,0,7,124.20,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.749,0.0064,3.995,0.0011,1.998,0.00054,14.25,0.489,0.00,0.00,23.97,0.0064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.034
-93.77716058,42.01727667,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,729,7/2/2025,0.410,On,1125.3,121.25,0.00,8.325,5.005,4.453,359.06,15.00,14.94,0,7,122.31,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.747,0.0026,3.984,0.00043,1.992,0.00022,14.21,0.198,0.00,0.00,23.90,0.0026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.014
-93.77716056,42.01728310,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,730,7/2/2025,0.196,On,1125.3,118.75,-1.250,8.243,2.369,4.762,358.88,15.00,15.00,0,7,118.64,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0012,4.000,0.00020,2.000,0.00010,14.27,0.092,0.00,0.00,24.00,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0065
-93.77716062,42.01728941,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,731,7/2/2025,0.194,On,1125.3,115.00,-3.125,8.160,2.320,5.019,358.56,15.00,15.01,0,7,113.67,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.750,0.0011,4.003,0.00019,2.001,9.577e-05,14.28,0.087,0.00,0.00,24.02,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0061
-93.77716052,42.01729574,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,732,7/2/2025,0.205,On,1125.3,111.25,-5.000,8.057,2.422,4.973,358.31,15.00,15.10,0,7,108.62,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.0012,4.025,0.00019,2.013,9.726e-05,14.36,0.089,0.00,0.00,24.15,0.0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0062
-93.77716038,42.01730206,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,733,7/2/2025,0.200,On,1125.3,108.75,-6.250,7.977,2.340,5.396,358.21,15.00,15.10,0,7,105.15,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.0011,4.025,0.00018,2.013,9.185e-05,14.36,0.084,0.00,0.00,24.15,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0058
-93.77716067,42.01730833,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,734,7/2/2025,0.205,On,1125.4,106.25,-7.500,7.923,2.383,5.594,358.22,15.00,15.14,0,7,102.05,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.757,0.0011,4.037,0.00018,2.018,9.164e-05,14.40,0.084,0.00,0.00,24.22,0.0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0058
-93.77716086,42.01731465,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,735,7/2/2025,0.195,On,1125.4,103.75,-8.750,7.878,2.251,5.548,358.25,15.00,15.11,0,7,98.99,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.755,0.0010,4.028,0.00017,2.014,8.437e-05,14.37,0.077,0.00,0.00,24.17,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0054
-93.77716103,42.01732093,5,TaskName 7/2/2025 (GreenStar 4 Monitor),Enlist 1| Ag Saver| Warrant| & Clethodim,736,7/2/2025,0.205,On,1125.4,100.00,-10.62,7.849,2.360,5.442,358.30,15.00,15.14,0,7,95.12,7/2/2025,Good,0.00,0.00,0.00,0.00,0.00,0.757,0.0010,4.037,0.00017,2.018,8.542e-05,14.40,0.078,0.00,0.00,24.22,0.0010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0054
